t11,v11,c
23,3.4,181.2
23,3.4,181.11
23,3.4,181.11
23,3.4,181.56
22,3.4,180.77
23,3.4,181.36
23,3.4,181.22
23,3.4,180.79
23,3.4,180.64
22,3.4,181.67
23,3.4,181.22
23,3.4,181.11
23,3.4,181.0
23,3.4,180.88
23,3.4,181.33
23,3.5,181.11
23,3.4,181.24
23,3.4,181.47
23,3.4,181.24
23,3.4,181.02
23,3.4,181.0
22,3.4,181.04
23,3.4,181.0
23,3.4,181.69
23,3.4,181.33
23,3.4,180.75
23,3.4,181.42
22,3.4,181.13
23,3.4,180.66
23,3.4,181.45
23,3.4,181.58
23,3.4,181.42
23,3.4,181.31
23,3.4,181.33
23,3.4,181.2
23,3.4,181.11
23,3.4,180.53
23,3.4,181.79
23,3.4,180.77
23,3.4,181.13
23,3.4,181.22
23,3.4,181.24
23,3.5,181.72
23,3.4,181.31
23,3.4,180.97
23,3.4,180.97
23,3.4,180.86
23,3.4,181.56
23,3.4,181.11
23,3.4,181.11
23,3.4,181.33
23,3.4,181.11
23,3.4,180.91
23,3.4,181.11
22,3.4,181.54
23,3.4,181.31
23,3.4,181.11
23,3.4,181.58
23,3.4,181.33
23,3.4,181.0
23,3.4,181.56
23,3.4,181.31
23,3.4,181.47
23,3.4,181.31
22,3.4,180.41
22,3.4,181.22
23,3.4,181.6
23,3.4,181.38
23,3.4,182.17
23,3.4,181.33
23,3.4,181.81
23,3.4,181.72
23,3.4,181.36
23,3.4,180.68
23,3.4,181.38
23,3.4,180.88
23,3.4,181.0
23,3.4,180.97
23,3.4,181.69
22,3.4,181.49
22,3.4,181.24
22,3.4,181.83
23,3.4,181.22
23,3.4,181.79
23,3.4,181.22
23,3.4,181.67
23,3.4,181.79
23,3.4,181.47
23,3.4,181.6
22,3.4,181.58
23,3.4,181.24
23,3.4,181.72
23,3.4,181.49
23,3.4,181.74
22,3.4,181.33
23,3.4,180.84
23,3.4,181.22
23,3.4,182.06
23,3.4,181.13
23,3.4,181.47
23,3.4,181.33
23,3.4,181.65
23,3.4,181.92
23,3.4,181.0
22,3.4,181.24
23,3.4,181.69
23,3.4,181.56
23,3.4,181.36
22,3.4,181.31
23,3.4,181.13
23,3.4,181.58
23,3.4,181.22
23,3.4,181.47
23,3.4,181.94
22,3.4,181.94
23,3.4,181.11
23,3.4,181.24
23,3.4,181.45
22,3.4,181.58
23,3.4,181.24
23,3.4,181.11
23,3.4,181.02
23,3.4,181.36
23,3.4,181.36
23,3.4,181.09
23,3.4,181.72
23,3.4,181.11
23,3.4,180.88
23,3.4,181.83
23,3.4,181.83
23,3.4,181.24
23,3.4,181.47
23,3.4,181.69
23,3.4,181.83
23,3.4,182.4
23,3.4,181.85
23,3.4,181.83
23,3.4,181.81
23,3.4,181.11
23,3.4,182.17
23,3.4,181.13
23,3.4,181.6
23,3.4,182.03
23,3.4,182.03
23,3.4,181.58
23,3.4,181.58
23,3.4,181.45
22,3.4,181.58
23,3.4,182.06
23,3.4,182.06
23,3.4,181.69
23,3.4,182.06
23,3.4,182.03
23,3.4,181.24
23,3.4,181.45
22,3.4,181.36
22,3.4,182.31
23,3.4,181.58
23,3.4,181.36
23,3.4,181.24
22,3.4,181.49
22,3.4,181.36
23,3.4,182.15
23,3.4,181.81
23,3.4,181.72
22,3.4,181.47
23,3.4,181.81
23,3.4,182.15
22,3.4,180.77
23,3.4,181.88
23,3.4,182.15
23,3.4,181.9
22,3.4,181.56
23,3.4,181.47
22,3.4,182.03
22,3.4,181.6
23,3.4,181.47
22,3.4,181.22
22,3.4,181.83
23,3.4,182.06
23,3.4,182.03
23,3.4,181.02
22,3.4,181.58
23,3.4,182.17
22,3.4,181.6
22,3.4,182.06
23,3.4,181.45
23,3.4,181.58
23,3.4,181.33
23,3.4,182.17
23,3.4,181.47
23,3.4,181.94
22,3.4,181.58
23,3.4,181.49
22,3.4,181.72
23,3.4,181.94
23,3.4,181.83
23,3.4,181.24
23,3.4,181.72
22,3.4,181.47
22,3.4,181.38
23,3.4,181.58
23,3.4,181.83
22,3.4,181.13
23,3.4,181.92
23,3.4,181.92
23,3.4,181.11
23,3.4,181.83
23,3.4,181.24
23,3.4,181.56
23,3.4,181.36
23,3.4,181.36
22,3.4,181.69
22,3.4,181.36
23,3.4,182.19
23,3.4,182.26
22,3.4,182.42
23,3.4,181.69
22,3.4,181.76
23,3.4,182.08
23,3.4,181.49
23,3.4,181.81
23,3.4,181.92
22,3.4,181.58
22,3.4,181.33
22,3.4,181.27
23,3.4,181.92
23,3.4,182.03
23,3.4,181.58
23,3.4,181.83
23,3.4,182.31
22,3.4,181.47
22,3.4,181.49
22,3.4,181.79
22,3.4,181.6
23,3.4,182.31
23,3.4,182.26
23,3.4,182.08
22,3.4,182.28
22,3.4,181.63
22,3.4,181.33
22,3.4,181.69
22,3.4,181.47
22,3.4,181.72
23,3.4,182.54
23,3.4,181.36
23,3.4,181.49
23,3.4,182.19
23,3.4,181.92
23,3.4,181.58
22,3.4,181.92
23,3.4,182.17
22,3.4,181.72
22,3.4,182.17
22,3.4,182.54
22,3.4,182.08
22,3.4,182.06
23,3.4,181.58
22,3.4,182.06
22,3.4,182.31
22,3.4,182.06
22,3.4,182.31
22,3.4,181.63
22,3.4,181.58
22,3.4,181.6
23,3.4,181.97
23,3.4,181.72
22,3.4,181.6
22,3.4,182.54
22,3.4,181.97
22,3.4,182.03
22,3.4,181.83
22,3.4,181.72
22,3.4,182.79
22,3.4,182.54
23,3.4,181.85
23,3.4,181.47
22,3.4,181.94
22,3.4,181.92
23,3.4,182.65
22,3.4,181.92
22,3.4,182.65
22,3.4,182.19
22,3.4,182.19
22,3.4,181.69
23,3.4,181.72
22,3.4,182.31
22,3.4,182.03
23,3.4,181.38
22,3.4,181.6
22,3.4,181.94
22,3.4,182.19
23,3.4,182.76
22,3.4,182.19
22,3.4,182.76
22,3.4,181.69
22,3.4,182.63
23,3.4,182.06
22,3.4,182.51
22,3.4,182.06
22,3.4,182.19
22,3.4,182.33
23,3.4,182.13
22,3.4,182.06
22,3.4,182.9
23,3.4,181.94
22,3.4,182.19
22,3.4,181.72
22,3.4,182.56
22,3.4,182.31
22,3.4,182.31
22,3.4,182.06
22,3.4,182.19
22,3.4,181.97
22,3.4,182.56
22,3.4,181.72
23,3.4,182.74
22,3.4,182.08
22,3.4,182.31
22,3.4,181.63
22,3.4,182.08
22,3.4,182.65
22,3.4,181.97
22,3.4,182.63
23,3.4,182.33
22,3.4,182.74
23,3.4,182.31
22,3.4,181.97
22,3.4,182.19
22,3.4,182.86
22,3.4,182.56
22,3.4,181.49
22,3.4,182.56
22,3.4,182.19
22,3.4,181.85
22,3.4,182.56
22,3.4,181.74
22,3.4,182.17
22,3.4,182.51
22,3.4,182.31
22,3.4,182.08
22,3.4,181.94
22,3.4,181.83
22,3.4,182.28
22,3.4,182.06
22,3.4,182.54
22,3.4,182.08
22,3.4,182.06
22,3.4,182.67
22,3.4,182.54
22,3.4,182.08
22,3.4,182.28
23,3.4,182.08
22,3.4,182.42
22,3.4,182.79
22,3.4,182.19
22,3.4,182.17
22,3.4,182.17
22,3.4,182.17
22,3.4,182.79
22,3.4,182.28
22,3.4,181.83
22,3.4,182.81
22,3.4,182.08
22,3.4,181.83
21,3.4,182.67
22,3.4,182.54
22,3.4,182.65
22,3.4,182.31
22,3.4,182.65
22,3.4,182.42
22,3.4,182.33
22,3.4,182.22
22,3.4,182.54
22,3.4,182.54
22,3.4,183.27
22,3.4,182.1
22,3.4,182.81
22,3.4,182.31
22,3.4,182.44
22,3.4,182.31
22,3.4,182.79
22,3.4,182.31
22,3.4,182.08
22,3.4,183.04
22,3.4,182.44
22,3.4,182.67
22,3.4,181.97
22,3.4,182.56
22,3.4,182.08
22,3.4,182.79
22,3.4,182.31
22,3.4,182.86
22,3.4,182.74
22,3.4,182.44
22,3.4,182.08
22,3.4,182.22
22,3.4,182.51
22,3.4,182.54
22,3.4,182.83
22,3.4,182.31
22,3.4,182.54
22,3.4,182.76
22,3.4,182.31
22,3.4,183.13
22,3.4,182.51
22,3.4,182.33
22,3.4,183.06
22,3.4,182.44
22,3.4,182.92
22,3.4,182.44
22,3.4,182.42
22,3.4,182.7
22,3.4,182.54
22,3.4,182.79
22,3.4,183.15
22,3.4,183.27
22,3.4,182.79
22,3.4,182.67
22,3.4,182.9
22,3.4,182.19
22,3.4,182.42
22,3.4,182.9
22,3.4,182.19
22,3.4,182.79
22,3.4,182.42
22,3.4,182.44
22,3.4,182.67
22,3.4,182.35
22,3.4,182.79
22,3.4,182.79
22,3.4,182.7
22,3.4,182.67
22,3.4,182.79
22,3.4,182.58
22,3.4,182.7
22,3.4,183.04
22,3.4,182.54
22,3.4,182.67
22,3.4,183.04
22,3.4,182.65
22,3.4,183.02
22,3.4,183.13
22,3.4,182.33
22,3.4,182.81
22,3.4,182.67
22,3.4,182.9
22,3.4,183.27
22,3.4,182.79
22,3.4,182.56
22,3.4,183.04
22,3.4,183.27
22,3.4,182.44
21,3.4,182.44
22,3.4,182.56
22,3.4,182.44
22,3.4,183.02
22,3.4,183.13
22,3.4,182.79
22,3.4,182.7
22,3.4,181.97
22,3.4,183.62
22,3.4,183.15
22,3.4,182.79
22,3.4,182.67
22,3.4,183.27
22,3.4,182.81
22,3.4,183.13
22,3.4,182.67
22,3.4,182.95
22,3.4,182.6
22,3.4,183.27
22,3.4,182.79
22,3.4,182.79
22,3.4,182.92
22,3.4,182.72
22,3.4,183.52
22,3.4,182.65
22,3.4,182.7
22,3.4,183.06
22,3.4,183.04
22,3.4,183.38
22,3.4,182.95
22,3.4,183.5
22,3.4,183.55
22,3.4,183.55
22,3.4,182.79
22,3.4,183.27
22,3.4,182.81
22,3.4,183.15
22,3.4,182.92
22,3.4,183.04
22,3.4,183.5
22,3.4,183.29
22,3.4,182.95
22,3.4,183.15
22,3.4,183.62
22,3.4,183.64
22,3.4,183.27
22,3.4,183.38
22,3.4,182.81
22,3.4,183.27
22,3.4,183.36
22,3.4,183.52
22,3.4,183.73
22,3.4,182.92
22,3.4,183.52
22,3.4,182.92
22,3.4,183.8
22,3.4,183.27
22,3.4,183.64
22,3.4,183.55
22,3.4,183.66
22,3.4,183.15
22,3.4,183.89
22,3.4,183.75
21,3.4,183.64
22,3.4,183.62
22,3.4,183.04
22,3.4,183.29
22,3.4,183.41
22,3.4,182.83
21,3.4,183.06
22,3.4,183.64
22,3.4,183.62
22,3.4,183.43
22,3.4,182.95
22,3.4,183.41
22,3.4,183.27
22,3.4,183.29
22,3.4,183.43
22,3.4,183.89
22,3.4,183.73
22,3.4,183.99
22,3.4,183.04
22,3.4,183.04
22,3.4,183.18
22,3.4,183.38
22,3.4,182.7
22,3.4,182.95
22,3.4,183.5
22,3.4,183.75
21,3.4,183.78
22,3.4,183.38
22,3.4,183.75
22,3.4,183.32
22,3.4,183.04
22,3.4,183.27
22,3.4,183.52
22,3.4,183.27
22,3.4,183.64
22,3.4,183.64
22,3.4,183.8
22,3.4,184.01
22,3.4,182.92
22,3.4,184.01
22,3.4,182.81
22,3.4,183.8
22,3.4,183.68
22,3.4,183.45
22,3.4,183.64
22,3.4,183.78
21,3.4,183.66
22,3.4,183.43
22,3.4,183.89
22,3.4,184.15
22,3.4,183.85
22,3.4,183.75
22,3.4,184.59
22,3.4,183.5
22,3.4,183.04
22,3.4,183.62
22,3.4,183.55
22,3.4,183.29
22,3.4,184.5
22,3.4,183.66
22,3.4,183.89
22,3.4,183.66
22,3.4,183.99
22,3.4,184.03
22,3.4,183.45
22,3.4,184.24
22,3.4,183.85
22,3.4,184.52
22,3.4,184.24
22,3.4,183.92
22,3.4,184.03
22,3.4,183.78
22,3.4,184.12
22,3.4,183.78
22,3.4,184.38
22,3.4,184.12
22,3.4,183.41
22,3.4,184.24
22,3.4,183.75
22,3.4,184.4
21,3.4,183.94
22,3.4,183.64
22,3.4,184.01
22,3.4,183.32
22,3.4,184.36
21,3.4,184.29
22,3.4,184.26
22,3.4,183.2
22,3.4,183.55
22,3.4,183.66
22,3.4,183.8
22,3.4,184.29
22,3.4,184.24
22,3.4,184.36
22,3.4,184.64
22,3.4,184.12
22,3.4,183.64
22,3.4,183.92
22,3.4,183.57
22,3.4,184.15
22,3.4,183.78
22,3.4,184.24
22,3.4,183.34
22,3.4,184.66
22,3.4,183.92
22,3.4,183.78
22,3.4,183.92
22,3.4,183.78
22,3.4,184.12
22,3.4,184.75
22,3.4,184.38
22,3.4,184.03
21,3.4,184.4
22,3.4,183.92
22,3.4,184.26
22,3.4,184.38
22,3.4,183.55
22,3.4,184.64
22,3.4,184.5
22,3.4,184.01
22,3.4,184.24
22,3.4,184.12
22,3.4,183.89
22,3.4,184.5
22,3.4,184.26
22,3.4,183.85
22,3.4,184.75
22,3.4,184.15
22,3.4,184.5
22,3.4,183.92
22,3.4,184.26
21,3.4,184.71
22,3.4,185.01
22,3.4,184.64
22,3.4,184.01
22,3.4,184.52
22,3.4,185.08
22,3.4,184.29
21,3.4,184.89
22,3.4,184.85
22,3.4,184.99
22,3.4,184.12
22,3.4,184.29
22,3.4,184.03
22,3.4,185.39
22,3.4,184.89
22,3.4,184.75
22,3.4,184.99
22,3.4,184.78
22,3.4,184.87
22,3.4,184.17
22,3.4,185.01
22,3.4,184.4
22,3.4,185.27
22,3.3,184.43
22,3.4,184.06
22,3.4,184.26
22,3.4,184.38
22,3.4,184.26
22,3.4,184.89
22,3.3,184.87
22,3.4,185.18
22,3.4,184.89
22,3.3,185.11
22,3.3,185.04
22,3.4,184.75
22,3.4,185.51
22,3.4,185.25
22,3.4,185.22
22,3.3,185.62
22,3.4,184.75
22,3.3,184.89
22,3.4,185.22
22,3.4,185.13
22,3.4,184.75
23,3.4,184.89
23,3.4,185.13
23,3.4,184.4
22,3.4,185.13
23,3.3,184.64
23,3.4,184.4
23,3.4,185.27
23,3.4,184.99
23,3.4,185.13
23,3.4,185.01
23,3.4,185.15
23,3.3,184.87
23,3.3,184.8
23,3.3,184.68
23,3.4,183.94
23,3.4,184.15
23,3.4,184.89
23,3.4,184.4
23,3.4,184.52
24,3.4,184.66
24,3.4,184.87
24,3.4,185.01
24,3.4,184.54
24,3.4,184.38
24,3.3,184.52
25,3.4,184.29
25,3.4,184.78
24,3.4,184.52
24,3.4,184.03
24,3.4,184.75
25,3.3,184.17
25,3.4,184.68
25,3.4,184.89
25,3.3,184.43
25,3.4,183.45
25,3.4,184.54
25,3.4,184.54
25,3.4,184.64
25,3.4,184.64
25,3.4,184.52
25,3.4,183.82
25,3.4,184.52
25,3.4,184.61
25,3.4,184.26
25,3.4,184.52
25,3.4,183.73
25,3.4,183.94
25,3.4,184.5
25,3.4,184.4
25,3.4,184.4
25,3.4,184.64
25,3.4,184.17
25,3.4,184.06
25,3.4,184.75
25,3.4,184.03
25,3.4,184.66
25,3.4,184.52
25,3.4,184.29
24,3.4,184.38
25,3.4,184.54
25,3.4,183.68
25,3.4,184.17
25,3.4,184.78
25,3.4,184.06
25,3.4,184.75
25,3.4,184.52
24,3.4,184.75
24,3.4,184.31
24,3.4,184.15
24,3.4,184.52
25,3.4,184.75
25,3.4,183.96
25,3.4,184.52
25,3.4,184.54
24,3.4,184.78
24,3.4,184.26
25,3.4,184.15
25,3.4,183.71
24,3.4,185.04
24,3.4,184.66
25,3.4,184.22
24,3.4,185.15
24,3.4,184.8
25,3.4,184.66
24,3.4,184.52
25,3.4,184.8
24,3.4,184.68
24,3.4,184.64
25,3.4,184.78
24,3.4,184.03
24,3.4,185.04
24,3.4,184.43
25,3.4,184.08
24,3.4,184.92
24,3.3,184.78
24,3.4,184.92
24,3.4,184.43
24,3.4,184.43
25,3.4,184.57
24,3.4,184.54
24,3.4,184.73
24,3.4,185.01
25,3.4,184.43
25,3.4,184.64
24,3.3,184.57
24,3.3,184.78
24,3.4,183.82
24,3.3,185.25
24,3.4,184.89
24,3.4,184.52
24,3.4,184.43
23,3.4,184.89
24,3.4,184.8
24,3.4,184.66
24,3.3,184.78
24,3.4,184.78
24,3.4,185.11
24,3.3,184.52
24,3.3,184.29
24,3.4,184.66
24,3.4,185.39
24,3.4,185.01
25,3.4,184.31
24,3.4,185.27
24,3.4,184.89
25,3.4,184.94
24,3.3,184.89
24,3.3,184.8
25,3.3,185.01
24,3.3,185.15
24,3.3,184.66
24,3.4,185.29
24,3.4,185.04
25,3.3,185.04
24,3.4,184.92
25,3.4,185.29
24,3.3,185.15
24,3.4,185.04
25,3.3,185.15
24,3.3,185.29
24,3.3,185.39
24,3.3,185.18
24,3.4,185.06
24,3.3,185.27
25,3.3,185.79
24,3.3,185.29
24,3.3,185.04
25,3.3,185.15
24,3.3,185.13
24,3.3,185.01
24,3.3,184.92
24,3.3,185.39
24,3.4,185.25
24,3.3,185.18
25,3.3,185.2
24,3.3,185.27
24,3.3,185.53
25,3.3,185.04
24,3.4,185.27
24,3.3,185.15
24,3.3,185.29
25,3.3,185.25
24,3.3,185.04
24,3.3,185.65
24,3.3,185.27
24,3.3,185.32
24,3.3,184.8
24,3.3,185.39
24,3.3,185.41
24,3.3,185.39
24,3.4,185.55
24,3.3,185.39
24,3.3,185.39
24,3.3,185.65
24,3.3,185.27
24,3.3,185.74
24,3.3,185.44
24,3.3,185.41
24,3.3,185.65
24,3.3,185.41
24,3.3,185.79
24,3.3,185.53
24,3.3,185.91
24,3.3,186.03
24,3.3,185.53
24,3.3,185.51
24,3.3,185.53
24,3.3,185.53
24,3.3,185.39
24,3.3,185.65
24,3.3,185.27
24,3.3,185.53
23,3.3,186.05
24,3.3,185.67
24,3.3,185.65
24,3.3,185.67
24,3.3,185.53
24,3.3,185.53
24,3.3,185.91
24,3.3,186.64
24,3.3,186.36
24,3.3,185.53
24,3.3,185.44
24,3.3,186.0
24,3.3,186.19
24,3.3,185.44
24,3.3,185.79
24,3.3,184.97
24,3.3,186.41
24,3.3,185.41
24,3.3,185.53
24,3.3,186.29
24,3.3,185.67
24,3.3,186.0
23,3.3,185.93
24,3.3,186.17
24,3.3,186.05
24,3.3,185.79
23,3.3,186.29
23,3.3,186.14
24,3.3,185.55
24,3.3,185.77
24,3.3,186.03
24,3.3,185.79
23,3.3,186.14
24,3.3,186.17
24,3.3,186.41
24,3.3,186.64
24,3.3,186.53
24,3.3,185.93
24,3.3,186.19
24,3.3,186.55
24,3.3,186.29
24,3.3,186.45
23,3.3,186.17
24,3.3,186.5
24,3.3,187.12
23,3.3,186.29
24,3.3,186.53
24,3.3,186.14
24,3.3,186.41
24,3.3,186.41
24,3.3,185.91
24,3.3,186.17
23,3.3,186.19
24,3.3,186.88
24,3.3,186.05
23,3.3,186.88
24,3.3,186.67
24,3.3,186.19
24,3.3,186.81
23,3.3,186.67
23,3.3,186.45
24,3.3,186.62
24,3.3,186.41
24,3.3,186.31
24,3.3,186.31
24,3.3,186.41
23,3.3,186.17
24,3.3,186.64
23,3.3,186.53
24,3.3,186.79
24,3.3,186.55
24,3.3,187.05
24,3.3,186.43
23,3.3,187.03
23,3.3,186.67
23,3.3,186.81
24,3.3,186.93
23,3.3,186.79
24,3.3,186.17
23,3.3,187.05
23,3.3,187.29
24,3.3,187.05
24,3.3,186.57
24,3.3,186.84
24,3.3,187.05
24,3.3,186.67
24,3.3,186.81
24,3.3,186.67
24,3.3,186.91
23,3.3,187.17
23,3.3,186.91
24,3.3,186.57
24,3.3,187.15
24,3.3,186.43
24,3.3,186.64
24,3.3,187.08
24,3.3,187.08
23,3.3,187.05
24,3.3,187.2
24,3.3,187.65
23,3.3,187.05
24,3.3,186.79
24,3.3,186.81
23,3.3,187.27
23,3.3,187.17
24,3.3,187.44
23,3.3,187.05
24,3.3,187.2
24,3.3,187.97
23,3.3,186.72
24,3.3,187.05
24,3.3,187.05
23,3.3,187.41
24,3.3,187.7
24,3.3,187.58
24,3.3,187.58
24,3.3,187.82
24,3.3,187.41
24,3.3,187.32
23,3.3,187.56
23,3.3,187.65
23,3.3,187.82
24,3.3,187.82
24,3.3,188.19
23,3.3,187.94
24,3.3,187.29
23,3.3,187.7
23,3.3,187.56
23,3.3,187.75
24,3.3,188.04
23,3.3,187.2
23,3.3,187.56
24,3.3,187.2
24,3.3,187.73
24,3.3,187.85
23,3.3,187.2
24,3.3,187.56
24,3.3,186.96
24,3.3,188.06
23,3.3,187.68
23,3.3,187.7
23,3.3,187.85
23,3.3,187.58
23,3.3,187.36
23,3.3,187.7
23,3.3,188.57
23,3.3,188.33
24,3.3,187.41
23,3.3,187.44
23,3.3,187.44
23,3.3,187.58
23,3.3,187.7
24,3.3,187.92
23,3.3,188.33
23,3.3,187.97
23,3.3,187.94
23,3.3,188.6
23,3.3,187.94
23,3.3,187.41
23,3.3,188.57
23,3.3,187.82
23,3.3,188.06
23,3.3,187.58
23,3.3,188.75
23,3.3,188.19
23,3.3,187.97
23,3.3,188.57
23,3.3,188.84
23,3.3,188.57
23,3.3,187.92
23,3.3,187.85
23,3.3,188.72
23,3.3,188.84
23,3.3,188.21
23,3.3,188.33
23,3.3,188.21
23,3.3,188.06
23,3.3,188.36
23,3.3,187.75
23,3.3,187.89
23,3.3,187.82
23,3.3,188.72
23,3.3,188.99
23,3.3,188.6
23,3.3,188.87
23,3.3,188.87
23,3.3,188.6
23,3.3,188.48
23,3.3,188.23
23,3.3,188.31
23,3.3,188.97
23,3.3,188.72
23,3.3,188.87
23,3.3,189.23
23,3.3,189.09
23,3.3,188.84
23,3.3,188.75
23,3.3,188.6
23,3.3,188.6
23,3.3,188.36
23,3.3,188.97
23,3.3,188.5
23,3.3,187.97
23,3.3,188.6
23,3.3,189.23
23,3.3,188.75
23,3.3,188.84
23,3.3,189.36
23,3.3,188.84
23,3.3,188.72
23,3.3,189.38
23,3.3,188.53
23,3.3,188.99
23,3.3,188.6
23,3.3,188.87
23,3.3,189.38
23,3.3,188.99
23,3.3,189.36
23,3.3,189.51
23,3.3,188.62
23,3.3,188.62
23,3.3,189.28
23,3.3,189.23
23,3.3,189.48
23,3.3,189.36
23,3.3,189.38
23,3.3,188.77
23,3.3,189.23
23,3.3,188.75
23,3.2,189.65
23,3.3,189.38
23,3.3,189.41
23,3.3,189.23
23,3.3,189.26
23,3.3,189.65
23,3.3,189.51
23,3.3,189.48
23,3.3,189.41
23,3.2,189.63
23,3.3,189.88
23,3.3,189.51
23,3.3,189.23
24,3.3,189.46
23,3.3,190.0
23,3.3,189.73
23,3.2,189.63
23,3.3,189.14
23,3.2,189.8
23,3.3,189.65
23,3.3,189.78
23,3.3,189.14
23,3.3,189.68
23,3.3,190.4
23,3.3,188.77
23,3.3,189.48
23,3.3,189.65
23,3.3,189.53
23,3.3,189.88
23,3.3,189.23
23,3.3,190.05
23,3.2,190.67
23,3.2,190.42
24,3.2,189.8
23,3.3,188.89
23,3.3,189.78
23,3.3,189.51
23,3.3,190.67
23,3.3,189.9
23,3.3,189.9
23,3.2,190.07
23,3.3,190.69
23,3.2,190.79
23,3.3,190.02
23,3.3,190.02
23,3.2,190.82
23,3.3,190.82
23,3.2,190.44
23,3.2,189.85
23,3.2,190.05
23,3.2,190.44
23,3.2,190.77
23,3.2,191.09
23,3.2,190.57
23,3.2,190.32
23,3.2,191.07
23,3.2,191.34
23,3.2,190.32
23,3.2,190.42
23,3.2,190.94
22,3.2,190.97
23,3.2,190.84
23,3.2,190.32
23,3.2,190.69
23,3.2,190.22
23,3.2,190.47
23,3.2,189.92
23,3.2,191.34
23,3.2,190.94
23,3.2,191.75
23,3.2,191.09
23,3.2,190.94
23,3.2,191.77
23,3.2,190.84
23,3.2,191.47
23,3.2,191.34
23,3.2,190.99
23,3.2,191.75
23,3.2,191.22
23,3.2,191.09
23,3.2,191.39
23,3.2,191.47
23,3.2,191.6
23,3.2,191.49
23,3.2,190.87
23,3.2,191.12
23,3.2,191.9
23,3.2,191.47
23,3.2,191.52
23,3.2,191.34
23,3.2,191.37
23,3.2,191.49
23,3.2,191.12
23,3.2,191.75
23,3.2,191.62
23,3.2,192.28
23,3.2,191.62
23,3.2,192.05
23,3.2,191.52
23,3.2,192.3
23,3.2,191.49
23,3.2,191.39
22,3.2,191.65
23,3.2,191.52
23,3.2,191.39
23,3.2,192.0
23,3.2,191.87
23,3.2,191.8
23,3.2,192.0
23,3.2,191.77
23,3.2,192.4
23,3.2,191.67
23,3.2,191.77
23,3.2,192.05
23,3.2,191.75
23,3.2,192.02
23,3.2,192.45
23,3.2,191.92
23,3.2,192.28
23,3.2,192.56
23,3.2,191.42
23,3.2,192.43
23,3.2,192.33
23,3.2,192.71
23,3.2,191.92
23,3.2,191.92
23,3.2,192.73
23,3.2,192.28
23,3.2,192.43
22,3.2,192.18
23,3.2,192.96
23,3.2,192.23
22,3.2,192.66
23,3.2,192.58
23,3.2,192.71
23,3.2,192.18
23,3.2,192.71
22,3.2,192.84
23,3.2,192.68
23,3.2,192.33
23,3.2,192.45
23,3.2,192.86
23,3.2,193.22
23,3.2,192.48
23,3.2,193.14
23,3.2,192.35
23,3.2,193.24
23,3.2,192.94
23,3.2,193.24
22,3.2,192.58
22,3.2,193.19
23,3.2,192.45
23,3.2,192.71
23,3.2,192.71
22,3.2,193.48
22,3.2,192.71
22,3.2,192.35
22,3.2,193.48
23,3.2,193.53
23,3.2,193.35
23,3.2,193.76
23,3.2,193.27
22,3.2,192.73
23,3.2,193.48
22,3.2,193.58
22,3.2,193.12
23,3.2,193.65
23,3.2,193.48
23,3.2,193.4
23,3.2,193.53
22,3.2,193.91
23,3.2,193.53
23,3.2,194.17
23,3.2,193.65
22,3.2,193.48
23,3.2,193.37
22,3.2,193.83
23,3.2,193.24
23,3.2,193.81
23,3.2,193.65
22,3.2,194.07
23,3.2,194.22
23,3.2,193.81
23,3.2,193.65
23,3.2,193.78
23,3.2,193.53
23,3.2,193.94
22,3.2,193.91
23,3.2,194.17
22,3.2,194.33
22,3.2,193.5
23,3.2,194.09
22,3.2,194.48
22,3.2,194.45
22,3.2,194.22
23,3.2,194.48
22,3.2,194.61
23,3.2,194.22
23,3.2,193.96
22,3.2,194.92
23,3.2,194.53
22,3.2,194.87
22,3.2,194.74
22,3.2,194.38
22,3.2,194.74
23,3.2,194.87
22,3.2,194.51
22,3.2,194.77
23,3.2,194.51
22,3.2,194.48
23,3.2,195.03
23,3.2,195.58
23,3.2,194.64
22,3.1,195.6
23,3.2,194.45
23,3.2,195.0
22,3.1,194.66
22,3.2,194.92
22,3.2,194.51
22,3.2,195.42
22,3.2,195.42
22,3.2,194.77
23,3.2,195.31
23,3.2,195.47
23,3.2,194.9
22,3.2,195.05
23,3.1,195.58
22,3.1,195.86
22,3.2,195.31
23,3.2,195.73
23,3.2,194.92
22,3.1,195.5
22,3.1,196.0
23,3.2,195.71
23,3.1,195.73
22,3.1,196.15
22,3.2,194.79
23,3.2,195.58
23,3.1,196.26
22,3.2,195.71
23,3.1,195.6
23,3.1,196.58
22,3.1,195.73
23,3.1,196.44
22,3.1,194.95
22,3.1,196.26
22,3.1,196.0
22,3.1,196.0
22,3.1,195.1
22,3.1,196.13
22,3.1,196.44
22,3.1,196.66
22,3.1,196.05
22,3.1,196.55
22,3.1,196.58
22,3.1,196.02
22,3.1,195.89
22,3.1,196.55
22,3.1,196.05
22,3.1,196.71
22,3.1,196.84
22,3.1,196.29
22,3.1,196.95
22,3.1,196.44
22,3.1,196.34
22,3.1,196.9
22,3.1,196.71
22,3.1,197.16
22,3.1,196.71
22,3.1,196.58
22,3.1,196.87
22,3.1,197.24
22,3.1,197.03
22,3.1,197.27
22,3.1,197.43
22,3.1,197.29
22,3.1,197.43
23,3.1,197.7
22,3.1,197.59
22,3.1,197.29
22,3.1,196.9
22,3.1,197.83
22,3.1,197.67
22,3.1,196.47
22,3.1,197.0
22,3.1,197.7
22,3.1,197.59
